run_id, shf_land, shf_sea, ug_surface, vg_surface, pt_surface
28, 0.1587651182842299, -0.0616014425290052, 4.985344291144602, 9.280847503430843, 274.51978890043097
29, 0.1718214140621453, 0.0253998258468096, 5.0203526414099295, 6.099889322816703, 274.4843839681957
30, 0.1075355688537442, -0.0276370839199671, 4.380266523550312, 5.749172907827672, 275.1081330606694
31, 0.1630346985247761, 0.0526617151366218, 3.3929698887016624, 4.586198242043454, 274.72224164811826
32, 0.1354863017942001, -0.0530196720898206, 3.7370380222114528, 4.798486440973456, 274.92056705993144
33, 0.1494414459812847, -0.0244678154650017, 3.1784706515604024, 4.656060680268771, 274.82658572248954
34, 0.1215250250615301, 0.1126527379889536, 2.194038901174398, 3.210189738880341, 274.7104057878206
35, 0.0890021141239185, -0.0041064878754955, 3.6827557039391943, 2.361559166914, 274.9658225542479
36, 0.1283451738505603, -0.0151648863324032, 2.755778620279964, 4.219401587252816, 274.9237884654914
37, 0.1091023096573812, 0.0507780570802022, 2.762321985141712, 2.644212128716969, 274.66412339250314
38, 0.1046057758278128, -0.0210330541058748, -0.3393934227944937, 2.0651479526145176, 276.4843861843777
39, 0.1283216350100105, -0.0557884060117619, 3.125637940340147, 4.418094718312006, 274.97305383613445
40, 0.1414314086776252, -0.015733683694343, 4.336111521758245, 5.224212977876231, 274.3743272842394
41, 0.1324497480573424, -0.0018096925585825, 3.2453619492961714, 4.043996382324039, 274.8984988685975
42, 0.1217141456591767, -0.0616392859100193, 4.151035077888675, 6.639653914301235, 274.9966691180174
43, 0.1458782805071352, -0.0202915505499488, 2.557082283213517, 2.6436054175777657, 274.69883599973133
44, 0.2316722040256844, 0.0007739293474009, 2.653391058417186, 2.5034077108869397, 274.58564576273375
45, 0.0794504583927804, -0.0607514124821824, 1.89436736482083, 4.029058892014685, 275.2230227562984
46, 0.0665699975896447, -0.0642155148363346, -0.136754110822861, 2.0596663356662632, 274.9952240211318
47, 0.1134377528684291, 0.0244975579928041, 2.468551893641457, 4.83923775847316, 274.6220878271906
48, 0.1390379530696126, -0.0027842633642799, 2.4799554738674203, 4.584348794716449, 274.8209593136467
49, 0.0993745601295131, 0.0057100513560161, 0.6313249715531672, 1.3745342466259995, 275.0153369057623
50, 0.1669264916651035, -0.0446988488001843, -0.8597631367804186, -2.0913494385610942, 274.672905508313
51, 0.1682379154754801, -0.0177644684804623, 0.7284969003787086, 2.064703643679824, 274.85974714456745
52, 0.1328365031886604, 0.0082505786093324, 4.424457439000893, 5.096015993831809, 274.8346762135004
53, 0.162405399121945, -0.057556526995299, 0.1715311286378676, 8.164025639399632, 275.0500755089493
54, 0.1295010304556128, -0.0137486755361968, 3.631907194999336, 4.477573769623136, 274.8599044778616
55, 0.1209426944070904, -0.0766646209146179, 5.936576687946877, 7.026473913639503, 275.23391729341307
56, 0.1139489089983532, 0.0635210590298973, -2.0241168688669813, 3.498146044976345, 274.9677953171672
57, 0.1178246688352899, -0.0563641468942963, 0.3447555406700272, 2.1559240525464896, 274.6979763511292
58, 0.1171410175814681, -0.1186313962560226, 4.198472628473574, 0.4937511916934881, 275.0525851808712
59, 0.0774965839236764, 0.0349586510919309, 5.226015566008957, 4.299291483702183, 275.17802557361097
60, 0.1499823074446273, 0.0619895637284983, 6.413073640091209, 7.917411662573175, 274.45068213139666
61, 0.1143171441741783, -0.0377674623129316, 3.8599349881764815, 4.79463914327414, 275.0291843786504
62, 0.1266313043509005, 0.0236658157669371, 3.5750638563783848, 4.391580988346939, 274.788668382193
63, 0.1194569956906103, -0.0120372827695563, 2.93687729948137, 4.812857875965602, 275.00964746182865
64, 0.1112726551284104, -0.0094361594787937, 6.065602704841601, 5.816333525269821, 274.9211642062545
